language,id,text,file,node,lineNumber,lock,comment
en-US,line:07666e9,"Fire Demon: So, what are you waiting for ?!",Assets/Yarn/cutscenes.yarn,unsealFireDemon,225,0b1c935c,
en-US,line:01da4f2,Laundry Fae: And finally the trees have receded!,Assets/Yarn/cutscenes.yarn,unsealLaundryFae,231,325589cd,
en-US,line:04f5c41,Laundry Fae: *giggle*,Assets/Yarn/cutscenes.yarn,unsealLaundryFae,232,e84d7705,
en-US,line:0902e67,Laundry Fae: I can already feel the song of fabric against my hands.,Assets/Yarn/cutscenes.yarn,unsealLaundryFae,233,204b162f,
en-US,line:0b911a8,Laundry Fae: The guffaws of the river racing and jumping and whirling in its bed.,Assets/Yarn/cutscenes.yarn,unsealLaundryFae,234,d7cc001f,
en-US,line:037478b,Laundry Fae: The warmth of shared company.,Assets/Yarn/cutscenes.yarn,unsealLaundryFae,235,8af7ec12,
en-US,line:0c35e89,"Laundry Fae: You will help us, stranger, won't you?",Assets/Yarn/cutscenes.yarn,unsealLaundryFae,236,308f1cda,
en-US,line:0594d3d,"Laundry Fae: You will finish what you start and unchain the Three-and-one, so they can birth us again?",Assets/Yarn/cutscenes.yarn,unsealLaundryFae,237,6dba07e0,
en-US,line:0a22cd5,Player: That is what I plan to do.,Assets/Yarn/cutscenes.yarn,unsealLaundryFae,238,84ae005d,
en-US,line:0b4b8a2,Laundry Fae: You can borrow my flowers if you need to.,Assets/Yarn/cutscenes.yarn,unsealLaundryFae,239,91564c7c,
en-US,line:019318e,"Laundry Fae: Fae flowers are powerful, even against the life of human magic.",Assets/Yarn/cutscenes.yarn,unsealLaundryFae,240,f2790974,
en-US,line:04b121f,"Laundry Fae: Heather for love, hawthorn for beauty, foxglove for pride.",Assets/Yarn/cutscenes.yarn,unsealLaundryFae,241,68cd822e,
en-US,line:056483e,"Laundry Fae: Love, beauty and pride you shall restore to us.",Assets/Yarn/cutscenes.yarn,unsealLaundryFae,242,5c5619a1,
en-US,line:0915f9d,Laundry Fae: *giggle*,Assets/Yarn/cutscenes.yarn,unsealLaundryFae,243,e84d7705,
en-US,line:001c40e,"Player: A good, solid rock.",Assets/Yarn/barks.yarn,rock,4,6ec16c7a,
en-US,line:0b59183,Player: I've heard that ashes make the darkest paint.,Assets/Yarn/barks.yarn,ashes,10,88bcb966,
en-US,line:073b71c,Player: This fruit looks tasty.,Assets/Yarn/barks.yarn,fruit,16,aa4a179e,
en-US,line:06ae746,Player: This shoe has seen better days.,Assets/Yarn/barks.yarn,holeyShoe,22,c88e4c09,
en-US,line:0485be2,"Player: Velvety petals, the kind that makes you want to touch.",Assets/Yarn/barks.yarn,petals,28,3e26cb38,
en-US,line:0aa9294,"Player: Pretty much every part of an hawthorn bush is edible: berries, flowers and leaves each have their use.",Assets/Yarn/barks.yarn,hawthorn,34,2bc904af,
en-US,line:004fb4b,Player: I've always like heather. It's a soothing plant.,Assets/Yarn/barks.yarn,heather,40,ed9f984a,
en-US,line:017b231,"Player: It's both resistant and soft, I bet it would make for excellent fabric.",Assets/Yarn/barks.yarn,thread,46,1069f2e6,
en-US,line:09bc770,Player: I suppose it represent birth. It still feels wrong in the midst of descriptions of murder and carnage.,Assets/Yarn/barks.yarn,humanBaby,52,d9d54ccd,
en-US,line:06c87cf,"Player: Crows creep me out, they always feel like they know too much.",Assets/Yarn/barks.yarn,crow,58,0f3721df,
en-US,line:08a4310,Player: I can use the jam now!,Assets/Yarn/barks.yarn,brokenJarOfJam,64,cad83f7f,
en-US,line:0bee447,Player: A pile of firewood.,Assets/Yarn/barks.yarn,wood,71,df0a1257,
en-US,line:0cfd225,"Player: This wood would probably burn well, if I can find a flame to get the fire started.",Assets/Yarn/barks.yarn,wood,73,28ccff69,
en-US,line:0541358,Player: Some poor soul got properly roasted here.,Assets/Yarn/barks.yarn,roastedCorpse,81,41940f96,
en-US,line:0bbe776,"Player: I suppose this is technically edible, but I would have to be in a disastrous situation to even consider it.",Assets/Yarn/barks.yarn,roastedCorpse,83,0a7163b6,
en-US,line:0b962ba,Player: This looks like some sort of mechanism.,Assets/Yarn/barks.yarn,dialPuzzle,91,d29beee9,
en-US,line:0744761,"Player: The instrument drawings are probably tied to the music I hear. Maybe I need to cover some, or all of the them?",Assets/Yarn/barks.yarn,dialPuzzle,93,ebfc4981,
en-US,line:0acd16d,"Player: Apparently, this species of paralytic mushrooms lives in symbiosis with blood trees.",Assets/Yarn/barks.yarn,paralyticMushroom,101,3f696c5a,
en-US,line:0c154e0,Player: I have read in a symbolism book that stillness is the opposite of birth and creation. Interesting symbiosis for a tree born from death.,Assets/Yarn/barks.yarn,paralyticMushroom,103,fb3ef012,
en-US,line:0bc36af,Player: Foxglove.,Assets/Yarn/barks.yarn,wordFoxglove,111,4f48dc6f,
en-US,line:00d4d78,Player: Maybe there's somewhere I can use that to make foxglove grow?,Assets/Yarn/barks.yarn,wordFoxglove,113,bb2aa614,
en-US,line:086484a,Player: A jar of jam. The lid is stuck.,Assets/Yarn/barks.yarn,jarOfJam,121,bd297941,
en-US,line:037876d,Player: The lid of that thing is not moving. I need to find another way to open it if I have need for the jam.,Assets/Yarn/barks.yarn,jarOfJam,123,d2db8b26,
en-US,line:0416a67,Player: A bunch of carrot.,Assets/Yarn/barks.yarn,carrots,131,32991cbb,
en-US,line:0b50eaa,Player: I do not see any other use for carrots than eating them.,Assets/Yarn/barks.yarn,carrots,133,495439db,
en-US,line:0bd7ade,Player: Heather.,Assets/Yarn/barks.yarn,wordHeather,141,a67f212f,
en-US,line:0005ca5,Player: Maybe there's somewhere I can use that to make heather grow?,Assets/Yarn/barks.yarn,wordHeather,143,ddd3a457,
en-US,line:0c9505c,Player: Hawthorn.,Assets/Yarn/barks.yarn,wordHawthorn,151,12c32f40,
en-US,line:07f73c8,Player: Maybe there's somewhere I can use that to make hawthorn grow?,Assets/Yarn/barks.yarn,wordHawthorn,153,51633144,
en-US,line:013d4af,Player: These look like hawthorn berries,Assets/Yarn/barks.yarn,hawthornBerries,161,7429e559,
en-US,line:01c14b4,"Player: I think hawthorn berries make great jam, but it is not everyone's jam.",Assets/Yarn/barks.yarn,hawthornBerries,163,dccbd9e9,
en-US,line:02e6136,"Player: This fabric looks pretty plain, I expected it to have something special...",Assets/Yarn/barks.yarn,fabric,171,3c9ea815,
en-US,line:0557498,"Player: I could maybe make clothes with this, or curtains or something. Or I could just burn it, hahaha.",Assets/Yarn/barks.yarn,fabric,173,2f858324,
en-US,line:040f811,Player: Petals.,Assets/Yarn/barks.yarn,wordPetals,181,ee926c4d,
en-US,line:03d968f,Player: Maybe I can swap that with other words?,Assets/Yarn/barks.yarn,wordPetals,183,67db23be,
en-US,line:0e7c8d3,"Player: Awesome, I just created honey!",Assets/Yarn/barks.yarn,honey,191,e358346d,
en-US,line:0c8c900,"Player: I love honey, I could eat it by the spoon.",Assets/Yarn/barks.yarn,honey,193,34260d32,
en-US,line:038d193,Player: A yew tree.,Assets/Yarn/barks.yarn,yew,201,0b46219d,
en-US,line:066465d,"Player: From what I have read, water based fae hate trees.",Assets/Yarn/barks.yarn,yew,203,d2be57e4,
en-US,line:04ba94a,Player: An oak tree.,Assets/Yarn/barks.yarn,oak,211,bcdd901f,
en-US,line:0f00eae,"Player: Oaks are usually majestic, it is funny to see a tiny one like this.",Assets/Yarn/barks.yarn,oak,213,467259ab,
en-US,line:0d98fe2,Player: A birch tree.,Assets/Yarn/barks.yarn,birch,221,d16dc4cb,
en-US,line:0242e84,"Player: From what I have read, water based fae hate trees.",Assets/Yarn/barks.yarn,birch,223,d2be57e4,
en-US,line:0219e9a,Player: Foxglove flowers are so beautiful.,Assets/Yarn/barks.yarn,foxglove,231,19ff95f4,
en-US,line:00e497f,"Player: I hope I don't get poisoned by manipulating this, considering how lethal foxglove is.",Assets/Yarn/barks.yarn,foxglove,233,27b0a101,
en-US,line:0003b51,Player: A spindle to spin yarn into the thread of life.,Assets/Yarn/barks.yarn,spindle,241,9b96dcfa,
en-US,line:024aaa1,"Player: This spindle looks particularly sharp, for a wooden spindle.",Assets/Yarn/barks.yarn,spindle,243,9e586ef2,
en-US,line:019a3c7,Player: A drop of my blood.,Assets/Yarn/barks.yarn,bloodDrop,251,48b747e5,
en-US,line:0bd0588,Player: Would it be a good idea to feed this to the blood tree?,Assets/Yarn/barks.yarn,bloodDrop,253,cb371275,
en-US,line:0c62e5d,"Player: An oil lamp, steady companion in the dark of the night.",Assets/Yarn/barks.yarn,oilLamp,261,a39457ea,
en-US,line:0f7e99e,Player: I wonder if the oil in there it would work to counter water runes.,Assets/Yarn/barks.yarn,oilLamp,263,4c329350,
en-US,line:07269bc,Player: Honey.,Assets/Yarn/barks.yarn,wordHoney,271,ee9d2d53,
en-US,line:0a2fe2c,"Player: Oh good, some honey just appeared!",Assets/Yarn/barks.yarn,wordHoney,273,75c00c55,
en-US,line:029e67d,Player: I suppose I need to find the right space to use this word in.,Assets/Yarn/barks.yarn,wordHoney,275,d166edbd,
en-US,line:022de0f,Player: My uncle used to have a weaving loom like this one. Was it fae-made?,Assets/Yarn/barks.yarn,weavingLoom,283,54a4da8d,
en-US,line:07b7bc4,"Player: If I had some thread, I could use this loom to make fabric.",Assets/Yarn/barks.yarn,weavingLoom,285,d8a8ad83,
en-US,line:07e0a15,"Player: This seems to be working, but I need more thread to weave together.",Assets/Yarn/barks.yarn,weavingLoom,287,3c82f7bd,
en-US,line:0324cb5,Player: I am getting there! It looks like six threads will be enough to complete the fabric.,Assets/Yarn/barks.yarn,weavingLoom,289,20d8ae22,
en-US,line:0b5d89b,"Player: Fehu: cattle, or wealth.",Assets/Yarn/barks.yarn,fehu,296,13db3d82,
en-US,line:08ae104,"Player: Uruz: water, auroch, and rain.",Assets/Yarn/barks.yarn,uruz,302,3cbb8c48,
en-US,line:0aa35ef,Player: Thurisaz: giant and thunder.,Assets/Yarn/barks.yarn,thurisaz,308,ac38e7b6,
en-US,line:03baaee,"Player: Ansuz: rune for god, power, language or oak.",Assets/Yarn/barks.yarn,ansuz,314,ab1b7ca2,
en-US,line:0983e69,"Player: Raido: journey, or movement, or horse.",Assets/Yarn/barks.yarn,raido,320,48f77432,
en-US,line:087f2c1,"Player: Kaunan means illness, burning, or death.",Assets/Yarn/barks.yarn,kaunan,326,0c3b91f3,
en-US,line:050731b,Player: Gebo is a gift or a spear.,Assets/Yarn/barks.yarn,gebo,332,d892ba6a,
en-US,line:05be1d9,"Player: Wunjo: joy, peace, shelter.",Assets/Yarn/barks.yarn,wunjo,338,8cba63e9,
en-US,line:0696fae,"Player: Hagalaz: destruction, chaos, or tempest.",Assets/Yarn/barks.yarn,hagalaz,344,44aa31b3,
en-US,line:08eda13,"Player: Naudhiz: need, unfulfilled desire, and hunger.",Assets/Yarn/barks.yarn,naudhiz,350,3758dc41,
en-US,line:0167cc8,Player: Isaz: ice.,Assets/Yarn/barks.yarn,isaz,356,425f0873,
en-US,line:0d41ea3,"Player: Jera: year, or harvest, or prosperity, or hour.",Assets/Yarn/barks.yarn,jera,362,dea0de0f,
en-US,line:0f099ba,"Player: Eihwaz means yew, steadfast, or guardian.",Assets/Yarn/barks.yarn,eihwaz,368,4077def2,
en-US,line:03b75cd,"Player: Peord: entertainment, music, companionship.",Assets/Yarn/barks.yarn,peord,374,5dcd13d7,
en-US,line:0468b0f,"Player: Algiz: rune for elk, yew, and protection.",Assets/Yarn/barks.yarn,algiz,380,97d3dd29,
en-US,line:075ab95,Player: Sowilo is the sun.,Assets/Yarn/barks.yarn,sowilo,386,e999ea55,
en-US,line:0cc2801,"Player: Berkanan: birch, youth, splendor, or birth.",Assets/Yarn/barks.yarn,berkanan,392,223e6e20,
en-US,line:033bd96,Player: Mannaz stands for man or human.,Assets/Yarn/barks.yarn,mannaz,398,a9e12d11,
en-US,line:06219c6,"Player: Laguz: water, fluidity, life.",Assets/Yarn/barks.yarn,Laguz,404,fd91b9d9,
en-US,line:015e8d2,"Player: Othala is heritage, property, or nobility.",Assets/Yarn/barks.yarn,othala,410,83504aa3,
en-US,line:02a0085,Player: I do not think wet wood would help.,Assets/Yarn/barks.yarn,uruzPlusWood,416,c9a50193,
en-US,line:0539e77,Player: I think that would be pushing the limits of what human consider to be food.,Assets/Yarn/barks.yarn,naudhizPlusHumanBabyOrCrow,422,e77ce7fb,
en-US,line:05c01c8,"Player: This feels like a terrible idea, if domestic trolls are allergic to hawthorn berries...",Assets/Yarn/barks.yarn,naudhizPlusHawthornBerries,428,dc66bdd0,
en-US,line:050a568,Player: I doubt satisfying one's hunger using a lethal paralytic mushroom is a good idea.,Assets/Yarn/barks.yarn,naudhizPlusParalyticMushroom,434,1f478bb0,
en-US,line:0645045,"Player: It looks like I am on the right path, but something is still missing. The fae still is not strong enough to fight off the trees.",Assets/Yarn/barks.yarn,removeTreeTooEarly,440,738c596e,
en-US,line:03320e8,Player: Oh crikey! It looks like I need to follow the pattern in which the runes light up perfectly to counteract the chaos.,Assets/Yarn/barks.yarn,failSimonSay,446,dde802b1,
en-US,line:0f9d68d,Player: Fire demons exist as sentient and autonomous flames.,Assets/Yarn/barks.yarn,fireDemonPageText1,452,d52baad1,
en-US,line:0d4b55d,"Player: They seek existing fires to possess, as their self-sufficiency is limited and they draw their power from a flame’s heat.",Assets/Yarn/barks.yarn,fireDemonPageText1,453,fd4fe8ae,
en-US,line:02aa25f,"Player: Fire demons have been known to agree to deals with humans, most often in smithies and kitchens.",Assets/Yarn/barks.yarn,fireDemonPageText2,459,9bf310a7,
en-US,line:075ec36,Player: They promise to maintain a constant fire in exchange for fuel and protected fire pits.,Assets/Yarn/barks.yarn,fireDemonPageText2,460,96e74a21,
en-US,line:06bf78a,"Player: However, many such a deal have ended in tragedy and fire demons should be considered highly unreliable.",Assets/Yarn/barks.yarn,fireDemonPageText2,461,c2acbc7f,
en-US,line:08caf45,"Player: Above all, fire demons seek power: they will drive fires out of control to grow in strength, and will not stop until they have burnt everything within their reach.",Assets/Yarn/barks.yarn,fireDemonPageText3,467,4dbe2abf,
en-US,line:08ae6e0,"Player: If one comes across the remains of a fire-demon-fuelled flame, one might want to take the take to collect its ashes.",Assets/Yarn/barks.yarn,fireDemonPageText4,473,c2027791,
en-US,line:0b54b95,"Player: Prepared properly, they can make for uncommonly powerful ink to draw magical runes.",Assets/Yarn/barks.yarn,fireDemonPageText4,474,7d7483d4,
en-US,line:0a99a0d,"Player: Blood trees are incredibly interesting specimens, from a magical theory point of view.",Assets/Yarn/barks.yarn,bloodTreePageText1,480,6ee18173,
en-US,line:06b1218,"Player: Born from the seed of an orchard tree sown into a bloodied battlefield blood, they do not have much to do with their parental tree, except from the fact that they bear fruits.",Assets/Yarn/barks.yarn,bloodTreePageText1,481,1e14c5dc,
en-US,line:081f637,"Player: While they are usually classified as a flesh-eating plant species, it would be more accurate to consider them blood-eating, as they suck their preys dry of blood and leave their corpses to rot between their roots.",Assets/Yarn/barks.yarn,bloodTreePageText1,482,c4d6cdae,
en-US,line:0cbb091,"Player: Many have theorised that blood trees own their sentience to the souls of those who died on their battlefield, explaining their antisocial and aggressive nature.",Assets/Yarn/barks.yarn,bloodTreePageText2,488,bce3a724,
en-US,line:065fddc,"Player: Blood trees do not understand joy, companionship or the concept of freely given gifts. They exist in a never-ending expanse of hatred.",Assets/Yarn/barks.yarn,bloodTreePageText2,489,128f898f,
en-US,line:03eef57,Player: Their fruits have the very alluring property of making the eater’s most fervent wish come true.,Assets/Yarn/barks.yarn,bloodTreePageText3,495,6759f85d,
en-US,line:0fdba27,Player:This comes at a terrible cost : people who consume a blood fruit fall under the control of its mother tree.,Assets/Yarn/barks.yarn,bloodTreePageText3,496,83dc91b5,
en-US,line:090de61,"Player: One day, one month, one year later, they will enter a trance and make their way back to the tree, and die in its embrace.",Assets/Yarn/barks.yarn,bloodTreePageText3,497,9fe03da4,
en-US,line:0b70cae,Player: Blood trees have a symbiotic relationship with a rare species of mushroom with paralytic properties.,Assets/Yarn/barks.yarn,bloodTreePageText4,503,8d5f0879,
en-US,line:0e9376b,"Player: Ingestion, and sometimes mere contact, is enough to deaden all of its victim’s muscles.",Assets/Yarn/barks.yarn,bloodTreePageText4,504,a100d7bf,
en-US,line:08990ec,Player: Domestic trolls used to infest human homes.,Assets/Yarn/barks.yarn,domesticTrollPageText1,510,4ba57000,
en-US,line:0402bbe,"Player: They were rarely seen, and ingratiated themselves to their human hosts by discreetly helping with domestic tasks, from cleaning the hearth to darning socks.",Assets/Yarn/barks.yarn,domesticTrollPageText1,511,5f50378b,
en-US,line:07e82cd,"Player: According to tradition, humans are supposed to reward their domestic troll with food.",Assets/Yarn/barks.yarn,domesticTrollPageText2,517,785ab409,
en-US,line:0876827,"Player: The creatures’ diet were very similar to humans’, though they required far less food than us to survive.",Assets/Yarn/barks.yarn,domesticTrollPageText2,518,84cc7f20,
en-US,line:01c2051,"Player: Despite their apparent helpfulness, domestic trolls are treacherous pests, as more than one unsuspecting family has had to bear the consequences of.",Assets/Yarn/barks.yarn,domesticTrollPageText3,524,cf965f2c,
en-US,line:0179495,"Player: Their extremely controlling nature and their general aversion to change has resulted in more than one tragedy, such as families being locked into their houses for weeks on end by the beasts, or newborns being disposed of with the rubbish.",Assets/Yarn/barks.yarn,domesticTrollPageText3,525,6fbc32df,
en-US,line:0262d80,"Player: Contrary to popular belief, domestic trolls had not issue with heather bushes, so planting some around one’s house was not an effective way to dissuade them from moving in.",Assets/Yarn/barks.yarn,domesticTrollPageText4,531,3a406de6,
en-US,line:05fb664,"Player: Hawthorn, on the other hand, seemed to have more favourable results, probably because its berries were highly poisonous to the trolls.",Assets/Yarn/barks.yarn,domesticTrollPageText4,532,e6fb48fa,
en-US,line:06f9b99,Player: Laundry fae are water-based fae that are most often sighted on river-sides washing clothes.,Assets/Yarn/barks.yarn,laundryFaePageText1,538,6150e055,
en-US,line:0f2f566,"Player: They seem to attach a lot of importance to clothing, and fabric and general, though they are not willing to explain why.",Assets/Yarn/barks.yarn,laundryFaePageText1,539,6749fcc4,
en-US,line:0e8542e,"Player: They lure humans in, men and women alike, with their terribly beautiful appearances and their haunting singing voices.",Assets/Yarn/barks.yarn,laundryFaePageText2,545,e27b878c,
en-US,line:096420d,"Player: Verily, scholars are not sure those fae have males and females individuals, as they all appear very attractive to whoever crosses their path.",Assets/Yarn/barks.yarn,laundryFaePageText2,546,0d72b4a0,
en-US,line:07a38b2,"Player: Laundry fae, like all fae, are highly capricious. They are just as likely to send you off with a gift than to drown you in their rivers.",Assets/Yarn/barks.yarn,laundryFaePageText3,552,47c32755,
en-US,line:0e303c6,Player: They are so fickle that it is debatable whether they are actually sentient.,Assets/Yarn/barks.yarn,laundryFaePageText3,553,73812046,
